date,language,type,title,by,overall,quality,repeatability
05-Oct-13,Hindi,movie,Bbuddah... Hoga Terra Baap,Amitabh Bachchan,3,3,2
03-Oct-13,Tamil,movie,Soodhu Kavvum,Vijay Sethupathi,3,4,2
02-Oct-13,Hindi,movie,Sarkar,"Abhishek Bachchan, Amitabh Bachchan",3,3,2
01-Oct-13,Telugu,movie,Adhurs,"Jr NTR, Nayantara",2,2,1
29-Sep-13,Tamil,movie,Raja Rani,"Arya, Nayantara",3,4,2
27-Sep-13,Hindi,movie,Ab Tak Chappan,Nana Patekar,3,3,2
22-Sep-13,Tamil,movie,Theeya Velai Seiyyanum Kumaru,"Siddharth, Hansika Motwani",3,3,2
21-Sep-13,English,movie,Star Trek Into Darkness,"J J Abrams, Chris Pine, Zachary Quinto, Leonard Nimoy",4,4,2
12-Sep-13,Tamil,movie,Thillu Mullu,"Shiva, Prakash Raj",3,3,1
02-Sep-13,Telugu,movie,Vamsi,"Mahesh Babu, Namrata Shirodkar",1,1,1
30-Aug-13,Telugu,movie,Parugu,"Allu Arjun, Sheela",3,3,1
25-Aug-13,Hindi,movie,Chennai Express,"Shah Rukh Khan, Deepika Padukone",2,2,1
18-Aug-13,English,movie,Fast and Furious 5 Fast Five,Vin Diesel,2,2,1
17-Aug-13,Tamil,movie,Muthu,"Rajnikanth, Meena, Sarath Babu",2,2,2
16-Aug-13,English,movie,The Hurt Locker,Jeremy Renner,2,2,1
15-Aug-13,Tamil,movie,Naduvula Konjam Pakkatha Kaanum,Vijay Sethupathi,3,4,1
14-Aug-13,English,movie,Zero Dark Thirty,"Jessica Chastain, Jason Clarke",3,4,1
13-Aug-13,English,movie,Ip Man,Donnie Yen,3,3,1
12-Aug-13,Tamil,movie,Singam 2,Surya,2,2,1
11-Aug-13,Telugu,movie,Desamuduru,"Allu Arjun, Hansika Motwani",2,2,1
04-Aug-13,English,non-fiction,The Signal and the Noise,Nate Silver,3,3,2
30-Jul-13,Tamil,movie,Engeyum Eppothum,"Anjali, Jai, Ananya, Sharwanand",3,4,2
30-Jul-13,Tamil,movie,Thadaiyara Thaakka,"Arun Vijay, Mamta Mohandas",3,3,1
30-Jul-13,English,movie,Renaissance Man,Danny DeVito,3,3,1
20-Jul-13,Tamil,movie,Aadhi,"Vijay, Trisha",2,2,1
06-Jul-13,Hindi,movie,Raanjhanaa,"Dhanush, Sonam Kapoor",4,4,2
02-Jul-13,English,movie,Taken 2,Liam Neeson,3,3,2
02-Jul-13,English,movie,Olympus Has Fallen,"Gerard Butler, Aaron Eckhart",3,4,2
30-Jun-13,English,movie,A Good Day to Die Hard,Bruce Willis,2,3,1
15-Jun-13,English,movie,The Hobbit: An Unexpected Journey,"Peter Jackson, Ian McKellan, Martin Freeman",3,4,2
10-Jun-13,Telugu,movie,King,"Nagarjuna, Trisha",3,3,2
28-May-13,Tamil,movie,Ethir Neechal,"Sivakarthikeyan, Priya Anand",3,3,2
25-May-13,English,fiction,The Eleventh Commandment,Jeffrey Archer,2,2,1
23-May-13,English,movie,The Pink Panther 2,"Steve Martin, Aishwarya Rai",3,3,2
11-May-13,Tamil,movie,Vedi,"Vishal, Sameera Reddy",3,3,2
28-Apr-13,Tamil,movie,Poi Saatchi,"Bhagyaraj, Radhika",2,2,1
27-Apr-13,Tamil,movie,Yaaruda Mahesh,"Sundeep Kishan, Dimple Chopade",2,2,1
15-Mar-13,English,movie,The 13th Warrior,Antonio Banderas,2,3,1
10-Mar-13,English,fiction,The Oath of the Vayuputras,Amish Tripathi,3,3,1
09-Mar-13,English,movie,Lincoln,"Steven Spielberg, Daniel Day-Lewis",4,4,2
21-Feb-13,English,movie,Skyfall,Daniel Craig,3,4,2
17-Feb-13,English,movie,Die Hard 2,Bruce Willis,4,4,2
16-Feb-13,Tamil,movie,Pooveli,"Karthik, Kausalya",3,3,2
12-Feb-13,Telugu,movie,Athidhi,"Mahesh Babu, Amrita Rao",3,3,2
11-Feb-13,Hindi,movie,Asli Naqli,"Hrishikesh Mukherji, Dev Anand",3,4,2
10-Feb-13,Hindi,movie,Anand,"Hrishikesh Mukherji, Rajesh Khanna, Amitabh Bachchan",4,4,2
10-Feb-13,Hindi,movie,Chupke Chupke,"Hrishikesh Mukherji, Dharmendra, Sharmila Tagore",4,4,3
06-Feb-13,Tamil,movie,Vishwaroopam,"Kamal Hassan, Rahul Bose",3,4,2
04-Feb-13,Tamil,movie,Samar,"Vishal, Trisha",3,3,1
03-Feb-13,Telugu,movie,Shakti,"Jr NTR, Ileana",2,2,1
03-Feb-13,Tamil,movie,Mugamoodi,"Mysskin, Jeeva",3,4,2
11-Dec-12,Tamil,movie,Thuppakki,"Vijay, Kajal Agarwal",3,3,2
08-Dec-12,English,movie,Hotel Transylvania,Adam Sandler,3,3,2
03-Dec-12,Telugu,movie,Darling,"Prabhas, Kajal Agarwal",2,3,1
01-Dec-12,English,movie,Real Steel,Hugh Jackman,2,2,1
01-Dec-12,Telugu,movie,Mirupakaya,Ravi Teja,2,2,1
29-Nov-12,Hindi,movie,Rockstar,Ranbir Kapoor,3,3,1
24-Nov-12,Telugu,movie,Mr Perfect,"Prabhas, Kajal Agarwal",2,2,1
24-Nov-12,English,movie,The Dark Knight Rises,"Christopher Nolan, Christian Bale",4,5,2
15-Nov-12,Telugu,movie,Happy,"Allu Arjun, Genelia",2,2,1
12-Nov-12,Telugu,movie,Julai,"Allu Arjun, Ileana",3,3,2
07-Nov-12,Telugu,movie,Aarya 2,"Allu Arjun, Kajal Agarwal",3,3,2
01-Nov-12,English,movie,Iron Man 2,Robert Downey Jr,2,2,1
28-Oct-12,English,movie,The Amazing Spiderman,"Andrew Garfield, Gwen Stacy",2,2,1
26-Oct-12,Telugu,movie,Brindavanam,"Jr. NTR, Kajal Agarwal, Samantha",3,3,2
25-Oct-12,English,movie,Iron Man,Robert Downey Jr,3,3,2
24-Oct-12,Tamil,movie,Maatraan,Surya,2,2,1
20-Oct-12,Tamil,movie,Rajapattai,"Vikram, K Viswanath",1,1,1
10-Oct-12,Telugu,movie,Maryada Ramanna,"S S Rajamouli, Sunil",4,4,2
20-Sep-12,Tamil,movie,Naan Ee,"Sudeep, Samantha",3,4,1
19-Sep-12,English,movie,The Avengers,"Robert Downey Jr, Chris Evans, Samuel Jackson",4,4,2
09-Sep-12,Telugu,movie,Neninthe,"Puri Jagannath, Ravi Teja",3,3,2
27-Aug-12,Tamil,movie,Unnal Mudiyum Thambi,"K Balachandar, Kamal Hassan, Gemini Ganesan",4,4,2
31-May-12,Tamil,movie,Aaru,"Surya, Trisha",3,3,2
30-May-12,Tamil,movie,Vetri Vizha,"Kamal Hassan, Prabhu",3,3,2
29-May-12,Tamil,movie,Ethir Neechal,"K Balachander, Nagesh",5,5,3
24-May-12,Tamil,movie,Keladi Kanmani,"Vasanth, SPB, Radhika",4,4,2
24-May-12,English,movie,Rounders,"Matt Damon, Edward Norton",3,3,1
23-May-12,Tamil,movie,Kandukonden Kandukonden,"Ajit, Tabu, Mammooty, Aishwarya Rai",3,3,2
19-May-12,English,movie,Breakheart Pass,"Charles Bronson, Richard Crenna",3,3,1
18-May-12,Tamil,movie,Kadhalil Sodhappuvadhu Eppadi,"Siddharth, Amala Paul",3,3,2
13-May-12,Hindi,movie,Mirch,"Konkona Sen, Bomman Irani",2,2,2
12-May-12,Hindi,movie,Vicky Donor,"Ayushmann Khurrana, Annu Kapoor",3,3,2
10-May-12,Tamil,movie,Oru Kal Oru Kannadi,"Udhayanidhi Stalin, Santhanam",3,3,2
08-May-12,English,movie,The Man With One Red Shoe,"Tom Cruise, Jim Belushi",3,4,2
05-May-12,English,movie,Mission Impossible - Ghost Protocol,"Tom Cruise, Simon Pegg",3,3,2
29-Apr-12,Hindi,movie,Dil Se,"Mani Ratnam, Shah Rukh Khan",4,4,2
28-Apr-12,Tamil,movie,Mounam Sammadham,"Mammootty, Amala",3,3,2
22-Apr-12,Telugu,movie,Yamadonga,"Jr. NTR, Priya Mani",2,2,1
20-Apr-12,Tamil,movie,Vettai,"Madhavan, Arya",3,3,2
13-Apr-12,Hindi,movie,Dil Chahta Hai,"Aamir Khan, Saif Ali Khan, Akshay Khanna",4,4,2
12-Apr-12,Hindi,movie,Bbuddah... Hoga Terra Baap,Amitabh Bachchan,3,3,2
12-Apr-12,English,fiction,Inheritence,Christopher Paolini,3,3,1
11-Apr-12,Telugu,movie,Pokkiri,"Mahesh Babu, Ileana",4,4,2
10-Apr-12,Hindi,movie,Nauker,"Hrishikesh Mukherjee, Sanjeev Kumar, Jaya Bhaduri",3,3,1
10-Apr-12,Tamil,movie,Thotti Jaya,Silambarasan,3,3,2
07-Apr-12,English,fiction,The Secret of the Nagas,Amish Tripathi,2,2,1
06-Apr-12,Tamil,movie,Manal Kayiru,"Visu, S Ve Sekhar",4,3,3
05-Apr-12,English,fiction,The Immortals of Meluha,Amish Tripathi,2,2,2
01-Apr-12,Telugu,movie,Khaleja,"Mahesh Babu, Anushka",2,2,1
01-Apr-12,Tamil,movie,7aum Arivu,"Surya, Shruthi Hassan",2,2,1
30-Mar-12,Tamil,movie,Kavalan,"Vijay, Asin",3,4,2
24-Mar-12,English,movie,Sherlock Holmes,"Robert Downey Jr, Jude Law, Rachel McAdams",3,3,2
22-Mar-12,Telugu,movie,Dookudu,Mahesh Babu,4,4,2
20-Mar-12,English,fiction,Forged in Fire,Trish McCallan,2,1,2
10-Mar-12,English,fiction,Past Lives,Ken McClure,2,2,1
03-Mar-12,English,movie,Moneyball,Brad Pitt,3,3,1
03-Mar-12,English,movie,The Adventures of Tintin,Steven Spielberg,3,4,2
01-Mar-12,English,fiction,The Power Behind the Throne,Sally Nicoll,3,3,2
29-Feb-12,English,movie,The Artist,Jean Dujardin,3,4,1
23-Feb-12,English,fiction,Brainrush,Richard Bard,2,2,1
15-Feb-12,English,fiction,Relentless,Robin Parrish,2,2,1
30-Jan-12,Tamil,movie,Nanban,"Vijay, Srikanth, Jeeva",3,3,2
20-Jan-12,Tamil,movie,Vettai,"Madhavan, Arya",3,3,2
11-Jan-12,Hindi,movie,Delhi Belly,Imran Khan,3,4,2
30-Dec-11,Tamil,movie,Thiruda Thirudi,Dhanush,4,3,2
23-Dec-11,English,movie,The Ghost Writer,"Ewan McGregor, Pierce Brosnan",3,3,1
19-Dec-11,English,movie,Get Smart,"Steve Carell, Anne Hathaway",2,2,2
19-Dec-11,English,movie,RED,"Bruce Willis, Morgan Freeman, John Malkovich",3,2,2
17-Dec-11,English,movie,Surrogates,Bruce Willis,2,3,1
13-Dec-11,English,movie,Cars 2,"Owen Wilson, Michael Caine",3,3,2
09-Dec-11,English,movie,Shallow Hal,"Gwyneth Paltrow, Jack Black",3,3,2
07-Dec-11,English,movie,The Last Castle,Robert Redford,4,4,2
05-Dec-11,English,movie,The Pink Panther,"Steve Martin, Kevin Kline",3,3,2
01-Dec-11,English,movie,Harry Potter and the Deathly Hallows: Part 2,David Yates,2,3,1
28-Nov-11,Tamil,movie,Arunachalam,Rajnikanth,3,3,2
26-Nov-11,Tamil,movie,7aum Arivu,"Surya, Shruthi Hassan",2,2,1
24-Nov-11,Malayalam,movie,Chanakyan,"Kamal Hassan, Jayaram",4,4,2
21-Nov-11,Tamil,movie,Arasu,"Sarath Kumar, Simran",3,3,1
17-Nov-11,English,non-fiction,The Art of Readable Code,Dustin Boswell,4,4,2
13-Nov-11,Tamil,movie,Vandhaan Vendraan,Jeeva,3,3,1
31-Oct-11,Hindi,movie,Ra.One,Shah Rukh Khan,2,2,1
28-Aug-11,Tamil,movie,Venghai,"Dhanush, Tamanna, Raj Kiran",3,3,2
21-Aug-11,English,movie,X-Men: First Class,"James McAvoy, Michael Fassbender",3,3,1
15-Aug-11,Tamil,movie,Rowthiram,"Jeeva, Shriya",3,3,2
04-Aug-11,English,movie,Pirates of the Caribbean: On Stranger Tides,"Johnny Depp, Penelope Cruz",3,3,2
04-Aug-11,English,movie,Source Code,Jake Gyllenhaal,3,3,1
04-Aug-11,English,movie,Thor,"Chris Hemsworth, Natalie Portman",2,2,1
21-Jul-11,English,movie,In Bruges,"Colin Farrell, Ralph Fiennes",4,4,1
14-Jul-11,Hindi,movie,Angoor,"Sanjeev Kumar, Devan Verma",4,4,2
09-Jul-11,Tamil,movie,Ko,"Jeeva, Karthika Nair",4,4,2
12-Jun-11,Tamil,movie,Boss Engira Bhaskaran,"Arya, Nayantara",3,3,2
09-Jun-11,English,movie,Mr. Smith Goes to Washington,James Stewart,4,4,2
09-Jun-11,English,movie,Unknown,Liam Neeson,2,3,1
09-Jun-11,English,movie,Just Go With It,"Adam Sandler, Jennifer Anniston",2,2,1
06-Jun-11,English,movie,Harry Potter and the Deathly Hallows: Part 1,David Yates,3,3,2
06-Jun-11,English,movie,eXistenZ,Jude Law,2,3,1
05-Jun-11,Telugu,movie,Nijam,Mahesh Babu,2,2,1
05-Jun-11,English,movie,Groundhog Day,"Bill Murray, Annie MacDowell",5,4,3
05-Jun-11,Tamil,movie,Inidhu Inidhu,K V Guhan,3,3,2
01-Jun-11,English,non-fiction,Anything You Want,Derek Sivers,4,4,2
30-May-11,Tamil,movie,Jaggubhai,"Sarath Kumar, Shriya",2,3,1
22-May-11,Tamil,movie,Thillalangadi,"Jayam Ravi, Tamanna",3,3,2
16-May-11,Tamil,movie,Manasellam,"Srikanth, Trisha",2,2,1
16-May-11,English,fiction,The Client,John Grisham,3,3,2
10-May-11,Hindi,movie,3 Idiots,"Aamir Khan, Bomman Irani, Madhavan",4,4,3
05-May-11,Tamil,movie,Oru Oorula Rajakumari,"K Bhagyaraj, Meena",3,3,2
04-May-11,Hindi,movie,Rab Ne Bana Di Jodi,"Shah Rukh Khan, Anushka Sharma",3,3,2
30-Apr-11,Hindi,movie,Lakshya,"Hrithik Roshan, Amitabh Bachchan",3,4,2
29-Apr-11,English,fiction,Diary of a Wimpy Kid,Jeff Kinney,2,3,1
28-Apr-11,Hindi,movie,Dhoom,"Abhishek Bachchan, Uday Chopra, John Abraham",3,3,2
26-Apr-11,English,fiction,Angels and Demons,Dan Brown,3,3,2
18-Apr-11,Tamil,movie,Enthiran,"Rajnikanth, Shankar, Aishwarya Rai",3,3,2
15-Apr-11,Tamil,movie,Mappillai,"Dhanush, Manisha Koirala",2,2,1
14-Apr-11,English,movie,Knight and Day,"Tom Cruise, Cameron Diaz",2,2,1
13-Apr-11,English,movie,The Adjustment Bureau,Matt Damon,2,2,1
07-Apr-11,Tamil,movie,Payanam,"Prakash Raj, Nagarjuna",3,3,2
06-Apr-11,Tamil,movie,Manmadan Ambu,"Kamal Hassan, Madhavan, Trisha",4,4,2
30-Mar-11,English,movie,Casino Royale,"Daniel Craig, Eva Green",3,3,1
30-Mar-11,English,movie,Unstoppable,"Denzel Washington, Chris Pine",3,3,1
23-Mar-11,Hindi,movie,Break Ke Baad,"Imran Khan, Deepika Padukone",3,3,2
22-Mar-11,English,movie,Inception,"Christopher Nolan, Leonardo DiCaprio",4,5,2
20-Mar-11,Tamil,movie,Mettukkudi,"Karthik, Nagma",3,3,2
14-Mar-11,English,movie,District 9,"Neill Blomkamp, Sharlto Copley",2,3,1
12-Mar-11,Tamil,movie,Siruthai,"Karthi, Tamanna",3,3,2
10-Mar-11,Tamil,movie,Manadhil Urudhi Vendum,"K Balachandar, Suhasini",4,4,2
09-Mar-11,Hindi,movie,Dabangg,"Salman Khan, Arbaaz Khan",3,3,1
08-Mar-11,English,movie,The Karate Kid,Jackie Chan,3,3,1
03-Mar-11,English,movie,The King's Speech,"Colin Firth, Geoffrey Rush",4,5,1
01-Mar-11,Tamil,movie,Ayya,"Sarath Kumar, Nayanthara",3,3,2
25-Feb-11,English,movie,Percy Jackson & the Lightning Thief,"Logan Lerman, Alexandra Daddario",2,2,1
24-Feb-11,English,movie,The Social Network,David Fincher,4,4,1
22-Feb-11,English,movie,How to Train Your Dragon,"Dean DeBlois, Chris Sanders",3,3,2
20-Feb-11,Hindi,movie,Dilwale Dulhania Le Jayenge,"Shah Rukh Khan, Kajol",4,4,2
14-Feb-11,Tamil,movie,Thenali,Kamal Hassan,4,3,3
12-Feb-11,Hindi,movie,Karthik Calling Karthik,"Farhan Akhtar, Deepika Padukone",3,4,1
09-Feb-11,Hindi,movie,Manchali,"Sanjeev Kumar, Leena Chandavarkar",3,3,1
07-Feb-11,Telugu,movie,Murari,Mahesh Babu,2,2,1
05-Feb-11,Telugu,movie,Athidhi,"Mahesh Babu, Amrita Rao",3,3,2
03-Feb-11,English,non-fiction,"59 Seconds: Think a Little, Change a Lot",Richard Wiseman,4,4,2
01-Feb-11,Hindi,movie,A Wednesday,"Naseer-ud-din Shah, Anupam Kher",4,4,2
25-Jan-11,Tamil,movie,Kavalan,"Vijay, Asin",3,4,2
25-Jan-11,English,movie,The Italian Job,"Mark Walhberg, Charlize Theron, Edward Norton",3,3,1
24-Jan-11,Tamil,movie,VIP,"Prabhudeva, Abbas",2,2,1
19-Jan-11,English,movie,Despicable Me,Steve Carell,3,3,1
14-Jan-11,Tamil,movie,Azhagan,"K Balachandar, Mammootty",4,4,2
11-Jan-11,Hindi,movie,Rocket Singh,Ranbir Kapoor,3,4,2
10-Jan-11,Tamil,movie,Vedikkai En Vadikkai,"Visu, Poornam Viswanathan",3,3,2
06-Jan-11,Malayalam,movie,Mayavi,Mammootty,2,2,1
05-Jan-11,Hindi,movie,Nauker,"Hrishikesh Mukherjee, Sanjeev Kumar, Jaya Bhaduri",3,3,1
04-Jan-11,Tamil,movie,Yaaradi Nee Mohini,"Dhanush, Nayantara",3,3,2
03-Jan-11,English,fiction,The Cobra,Frederick Forsyth,3,3,2
02-Jan-11,Tamil,movie,Uthama Puthiran,"Dhanush, Genelia",3,3,2
01-Jan-11,Tamil,movie,Siddu +2,"Bhagyaraj, Shanthanoo",3,3,2
27-Dec-10,Tamil,movie,Manmadan Ambu,"Kamal Hassan, Madhavan, Trisha",4,4,2
25-Dec-10,Hindi,movie,I Hate Luv Storys,"Imran Khan, Sonam Kapoor",3,3,1
22-Dec-10,Tamil,movie,Chikku Bukku,"Arya, Shriya",3,3,2
14-Dec-10,Tamil,movie,Sathyam,"Vishal, Nayantara",2,2,1
11-Dec-10,Tamil,movie,Uthama Puthiran,"Dhanush, Genelia",3,3,2
30-Nov-10,English,movie,Everything is Illuminated,Elijah Wood,3,4,1
27-Nov-10,English,movie,Castle in the Sky,Hayao Miyazaki,4,4,1
22-Nov-10,Tamil,movie,Vaaranam Aayiram,"Surya, Simran, Sameera Reddy",4,4,2
10-Nov-10,Hindi,movie,Love Aaj Kal,"Saif Ali Khan, Deepika Padukone, Rishi Kapoor",2,3,1
09-Nov-11,English,non-fiction,Disrupting Class,Clayton Christensen,3,3,2
08-Nov-11,Telugu,movie,Chiruta,"Ram Charan Teja, Neha Sharma",2,3,1
03-Nov-10,Hindi,movie,Rajneeti,"Ranbir Kapoor, Ajay Devgan, Nana Patekar",4,4,2
21-Oct-10,Telugu,movie,Arjun,"Mahesh Babu, Prakash Raj, Saritha",3,3,1
11-Oct-10,Telugu,movie,Aata,"Siddharth, Ileana",3,3,1
10-Oct-10,Tamil,movie,Saroja,"Venkat Prabhu, S P Charan, Prakash Raj",4,4,2
05-Oct-10,English,fiction,The Sorceress,Michael Scott,2,2,2
04-Oct-10,Tamil,movie,Enthiran,"Rajnikanth, Shankar, Aishwarya Rai",3,3,2
03-Oct-10,English,movie,Toy Story 3,"Tom Hanks, Tim Allen",3,3,1
03-Oct-10,English,movie,Shrek Forever After,"Mike Myers, Cameron Diaz",4,4,2
03-Oct-10,English,movie,Robin Hood,"Russell Crowe, Cate Blanchett",3,3,1
03-Oct-10,Hindi,movie,Khatta Meetha,"Priyadarshan, Akshay Khanna, Trisha",2,2,1
30-Sep-10,Telugu,movie,Magadheera,"Ram Charan Teja, Kajal Aggarwal",4,4,2
24-Sep-10,English,fiction,And Thereby Hangs A Tale,Jeffrey Archer,4,4,2
24-Sep-10,English,fiction,Artemis Fowl and the Atlantis Complex,Eoin Colfer,2,2,1
11-Aug-10,English,movie,Inception,"Christopher Nolan, Leonardo DiCaprio",4,5,2
09-Aug-10,Tamil,movie,Thambikku Indha Ooru,Bharath,2,2,2
10-Jul-10,Tamil,movie,Ninaithaale Inikkum,"Prithviraj, Bhagyaraj",2,2,1
01-Jul-10,Tamil,movie,Naanayam,"Prasanna, Sibiraj, SPB",4,4,2
19-Jun-10,Tamil,movie,Kanda Naal Mudhal,"Prasanna, Laila",4,4,3
19-Jun-10,Tamil,movie,Raavanan,"Mani Rathnam, Vikram, Aishwarya Rai",4,4,2
15-Jun-10,Tamil,movie,Sullaan,"Dhanush, Sindhu Tolani",2,2,1
13-Jun-10,Tamil,movie,Kola Kolaiya Mundhirikka,"Karthik, Shikha, Crazy Mohan",3,3,2
12-Jun-10,Tamil,movie,Kutty,"Dhanush, Shriya",2,3,1
11-Jun-10,Tamil,movie,Vinnai Thaandi Varuvaaya,"Silambarasan, Trisha, Gautam Menon",2,3,1
09-Jun-10,Tamil,movie,Irumbu Kottai Murattu Singam,"Simbudevan, Lawrence Raghavendra",3,3,2
08-Jun-10,Tamil,movie,Goa,"Venkat Prabhu, Premji Amaran",3,3,2
07-Jun-10,Tamil,movie,Singam,"Surya, Hari",3,3,2
06-Jun-10,English,fiction,Joker in the Pack,"Ritesh Sharma, Neeraj Pahlajani",2,3,1
04-Jun-10,Tamil,movie,Paiyya,"Karthi, Tamanna",3,3,2
02-Jun-10,Tamil,movie,Baasha,"Rajnikanth, Nagma",4,3,3
23-May-10,Tamil,movie,Sura,Vijay,2,2,1
15-May-10,Tamil,movie,Vettaikkaran,Vijay,2,2,1
09-May-10,English,fiction,The Battle of the Labyrinth,Rick Riordan,3,3,2
07-May-10,English,non-fiction,Rework,"Jason Fried, David Heinemeier Hansson",4,4,2
05-May-10,English,fiction,The Titan's Curse,Rick Riordan,3,3,2
03-May-10,English,fiction,The Sea of Monsters,Rick Riordan,3,3,2
01-May-10,English,fiction,The Lightning Thief,Rick Riordan,3,3,2
29-Apr-10,English,fiction,The Last Olympian,Rick Riordan,3,3,2
20-Apr-10,Tamil,movie,Machakkaran,"Jeevan, Kamna",2,3,1
12-Apr-10,Tamil,movie,Naanayam,"Prasanna, Sibiraj, SPB",4,4,2
23-Mar-10,English,movie,Spartacus,"Stanley Kubrick, Kirk Douglas, Laurence Olivier, Charles Loughton",4,4,1
15-Mar-10,Tamil,movie,Anubavi Raja Anubavi,"K Balachandar, Nagesh",4,4,3
11-Mar-10,Tamil,movie,Theeradha Vilayattu Pillai,Vishal,3,3,1
06-Mar-10,Tamil,movie,Kanda Naal Mudhal,"Prasanna, Laila",4,4,3
04-Mar-10,English,non-fiction,Smart and Gets Things Done,Joel Spolsky,4,4,2
02-Mar-10,Tamil,movie,Azhagiya Theeye,"Prakash Raj, Prasanna, Navya Nair",5,4,3
28-Feb-10,Tamil,movie,Server Sundaram,Nagesh,4,4,2
21-Feb-10,Tamil,movie,Thamizh Padam,"Amudhan, Siva",3,3,1
21-Feb-10,Tamil,movie,Asal,Ajith,2,2,1
20-Feb-10,Tamil,movie,Sakalakala Vallavan,"Kamal Hassan, Ambika",2,2,1
19-Feb-10,English,movie,The Hire,Clive Owen,3,4,1
19-Feb-10,English,movie,Harry Potter and the Prisoner of Azkaban,Alfonso Cuarón,4,4,2
17-Feb-10,English,movie,Harry Potter and the Chamber of Secrets,Chris Columbus,3,3,2
14-Feb-10,Tamil,movie,Aayirathil Oruvan,"Selvaraghavan, Parthi, Reema Sen",4,5,1
13-Feb-10,English,movie,Harry Potter and the Sorcerer's Stone,Chris Columbus,3,3,2
11-Feb-10,Hindi,movie,Wake Up Sid,"Ranbir Kapoor, Konkona Sen",3,4,1
11-Feb-10,Hindi,movie,Sunday,"Ajay Devgan, Ayesha Takia",4,4,1
11-Feb-10,Hindi,movie,Dillagi,"Dharmendra, Hema Malini",4,4,2
10-Feb-10,Hindi,movie,Jab We Met,"Kareena Kapoor, Shahid Kapoor",4,4,2
08-Feb-10,Telugu,movie,Athadu,"Mahesh Babu, Trisha",3,3,2
06-Feb-10,English,movie,Inside Man,"Denzel Washington, Jodie Foster",5,5,2
06-Feb-10,English,movie,Kindergarten Cop,"Arnold Schwarzenegger, Penelope Ann Miller",3,3,2
06-Feb-10,Hindi,movie,De Dana Dan,"Priyadarshan, Akshay Kumar, Paresh Rawal",3,3,1
06-Feb-10,English,movie,The Informant!,Matt Damon,2,3,1
06-Feb-10,English,movie,Up,Pixar,3,3,1
02-Feb-10,English,non-fiction,Isn't It Obvious?,Eliyahu M. Goldratt,3,3,1
01-Feb-10,Hindi,movie,3 Idiots,"Aamir Khan, Bomman Irani, Madhavan",4,4,3
15-Jan-10,Telugu,movie,Athadu,"Mahesh Babu, Trisha",3,3,2
14-Jan-10,English,fiction,Slumdog Millionaire,Vikas Swarup,4,4,2
13-Jan-10,English,fiction,Keep Off the Grass,Karan Bajaj,2,2,1
08-Jan-10,English,fiction,The 3 Mistakes of My Life,Chetan Bhagat,3,3,1
07-Jan-10,English,movie,Avatar,James Cameron,4,5,2
26-Dec-09,Tamil,movie,Kanden Kadhalai,"Bharath, Tamanna",2,2,2
24-Dec-09,Tamil,movie,Kovil,"Hari, Silambarasan, Sonia Agarwal",3,3,1
20-Dec-09,Tamil,movie,Thiruvannamalai,Arjun,2,2,1
18-Dec-09,Hindi,movie,What's Your Rashee,"Ashotosh Gowarikar, Priyanka Chopra",3,3,2
14-Dec-09,Tamil,movie,Unnaipol Oruvan,"Kamal Hassan, Mohan Lal",3,3,1
20-Nov-09,English,fiction,2 States,Chetan Bhagat,3,3,2
15-Nov-09,Tamil,movie,Mumbai Express,Kamal Hassan,4,3,3
08-Nov-09,English,movie,Harry Potter and the Half Blood Prince,David Yates,4,4,2
08-Nov-09,Hindi,movie,Rang De Basanti,"Aamir Khan, Siddharth, Madhavan",4,5,2
31-Oct-09,English,movie,The Taking of Pelham 123,"Denzel Washington, John Travolta",3,3,2
24-Oct-09,English,movie,Jackie Chan's First Strike,Jackie Chan,3,3,2
24-Oct-09,Hindi,movie,Ek Hasina Thi,"Urmila Matondkar, Saif Ali Khan",4,4,1
23-Oct-09,English,movie,Jaws,Steven Spielberg,4,4,2
22-Oct-09,Tamil,movie,Sarvam,"Arya, Trisha",4,4,1
21-Oct-09,Tamil,movie,Samudhram,"KS Ravikumar, Sarath Kumar",3,3,1
19-Oct-09,Tamil,movie,Suyamvaram,"Bhagyaraj, Parthiban",3,3,1
17-Oct-09,Tamil,movie,Rettai Vaal Kuruvi,"Balu Mahendra, Mohan, Radhika",3,4,2
16-Oct-09,Hindi,movie,Krrish,"Hrithik Roshan, Priyanka Chopra",3,3,2
13-Oct-09,Hindi,movie,Chup Chup Ke,"Priyadarshan, Shahid Kapoor, Kareena, Kapoor",4,4,2
10-Oct-09,English,movie,FX2,"Bryan Brown, Brian Dennehy",3,3,2
09-Oct-09,Tamil,movie,Dishoom,"Jeeva, Sandhya",2,3,1
06-Oct-09,Tamil,movie,Gilli,"Vijay, Trisha, Prakash Raj",4,4,3
05-Oct-09,Tamil,movie,Thiruppachi,"Vijay, Trisha",2,2,1
02-Oct-09,English,movie,The Sentinel,"Michael Douglas, Keiffer Sutherland",3,3,1
01-Oct-09,Tamil,movie,Thimiru,"Vishal, Reema Sen",2,2,2
30-Sep-09,English,movie,Bride Wars,"Anna Hathaway, Kate Hudson",2,2,1
28-Sep-09,Hindi,movie,Mere Baap Pehle Aap,"Akshay Khanna, Genelia",4,4,2
26-Sep-09,Hindi,movie,Jaane Tu Ya Jaane Na,"Imran Khan, Genelia",3,3,2
26-Sep-09,Hindi,movie,Hum Tum,"Saif Ali Khan, Rani Mukherji",4,4,3
